Datum;Uhrzeit;Physikalischer Nettoexport[MWh];Niederlande (Export)[MWh];Niederlande (Import)[MWh];Schweiz (Export)[MWh];Schweiz (Import)[MWh];Dänemark (Export)[MWh];Dänemark (Import)[MWh];Tschechien (Export)[MWh];Tschechien (Import)[MWh];Luxemburg (Export)[MWh];Luxemburg (Import)[MWh];Schweden (Export)[MWh];Schweden (Import)[MWh];Österreich (Export)[MWh];Österreich (Import)[MWh];Frankreich (Export)[MWh];Frankreich (Import)[MWh];Polen (Export)[MWh];Polen (Import)[MWh]
02.06.2018;09:00;576;2.762;-0;0;-2.325;829;-0;282;-152;377;-0;3;-0;412;-0;0;-2.407;795;-0
02.06.2018;10:00;1.478;2.623;-0;0;-2.259;1.293;-0;228;-75;432;-0;2;-0;647;-0;0;-2.167;754;-0
02.06.2018;11:00;2.794;2.756;-0;0;-1.628;1.469;-0;109;-136;465;-0;6;-0;1.019;-0;0;-1.911;645;-0
02.06.2018;12:00;3.524;3.028;-0;0;-1.490;1.513;-0;150;-169;470;-0;13;-0;1.165;-0;0;-1.726;570;-0
02.06.2018;13:00;4.153;3.155;-0;0;-1.562;1.516;-0;287;-136;449;-0;268;-0;1.468;-0;0;-1.777;485;-0
02.06.2018;14:00;3.795;2.981;-0;0;-1.660;1.504;-0;325;-78;436;-0;297;-0;1.280;-0;0;-1.756;466;-0
02.06.2018;15:00;3.693;2.811;-0;0;-1.565;1.517;-0;343;-185;447;-0;297;-0;1.299;-0;0;-1.745;474;-0
02.06.2018;16:00;3.044;2.467;-0;0;-1.546;1.512;-0;428;-150;421;-0;297;-0;1.180;-0;0;-2.055;490;-0
02.06.2018;17:00;2.353;2.138;-0;0;-1.422;1.476;-0;483;-215;439;-0;297;-0;749;-0;0;-2.102;510;-0
02.06.2018;18:00;525;2.124;-0;0;-1.888;916;-0;433;-342;470;-0;32;-0;218;-1;0;-2.017;580;-0
02.06.2018;19:00;-1.535;2.159;-0;0;-2.168;359;-0;396;-400;439;-0;0;-413;0;-241;0;-2.183;517;-0
02.06.2018;20:00;-1.659;2.288;-0;0;-2.163;128;-4;394;-531;441;-0;0;-454;0;-203;0;-2.144;589;-0
02.06.2018;21:00;-2.147;2.152;-0;0;-2.252;123;-5;454;-435;413;-0;0;-571;0;-327;0;-2.323;624;-0
02.06.2018;22:00;-2.196;2.516;-0;0;-2.304;126;-3;193;-667;467;-0;0;-341;0;-486;0;-2.177;480;-0
02.06.2018;23:00;-2.205;2.462;-0;0;-2.189;64;-154;52;-843;462;-0;0;-30;0;-479;0;-1.890;340;-0
03.06.2018;00:00;-2.373;2.223;-0;0;-2.055;780;-0;0;-1.334;369;-0;278;-0;0;-625;0;-2.408;399;-0
03.06.2018;01:00;-2.447;1.804;-0;0;-1.810;1.255;-0;0;-1.464;290;-0;330;-0;0;-387;0;-2.866;401;-0
03.06.2018;02:00;-1.929;1.831;-0;0;-1.676;1.474;-0;0;-1.456;266;-0;305;-0;0;-135;0;-2.966;428;-0
03.06.2018;03:00;-2.060;1.794;-0;0;-1.644;1.510;-0;0;-1.498;225;-0;305;-0;48;-0;0;-3.240;440;-0
03.06.2018;04:00;-3.021;1.737;-0;0;-1.942;1.510;-0;0;-1.823;249;-0;295;-0;0;-119;0;-3.111;183;-0
03.06.2018;05:00;-3.462;1.594;-0;0;-1.998;1.512;-0;0;-1.871;227;-0;344;-0;0;-202;0;-3.222;154;-0
03.06.2018;06:00;-3.538;1.573;-0;0;-1.880;1.473;-0;0;-1.660;181;-0;370;-0;0;-174;0;-3.570;149;-0
03.06.2018;07:00;-1.006;2.028;-0;0;-1.775;1.517;-0;0;-958;193;-0;390;-0;399;-0;0;-3.344;544;-0
03.06.2018;08:00;1.024;2.141;-0;0;-1.561;1.513;-0;0;-557;231;-0;484;-0;1.019;-0;0;-3.003;757;-0
03.06.2018;09:00;3.095;2.782;-0;0;-1.437;1.509;-0;1;-194;292;-0;524;-0;1.484;-0;0;-2.714;848;-0
03.06.2018;10:00;4.195;2.957;-0;0;-1.447;1.486;-0;74;-8;325;-0;569;-0;1.872;-0;0;-2.444;811;-0
03.06.2018;11:00;4.005;2.736;-0;0;-1.427;1.498;-0;112;-28;319;-0;570;-0;1.980;-0;0;-2.538;783;-0
03.06.2018;12:00;4.548;2.366;-0;0;-1.351;1.490;-0;464;-0;289;-0;539;-0;2.234;-0;0;-2.468;985;-0
03.06.2018;13:00;3.770;2.306;-0;0;-1.706;1.511;-0;444;-0;256;-0;539;-0;2.279;-0;0;-2.744;885;-0
03.06.2018;14:00;4.477;2.962;-0;0;-1.583;1.564;-0;572;-0;263;-0;497;-0;2.104;-0;0;-2.747;845;-0
03.06.2018;15:00;4.731;3.048;-0;0;-1.341;1.505;-0;593;-0;361;-0;460;-0;1.983;-0;0;-2.715;837;-0
03.06.2018;16:00;4.209;2.855;-0;0;-1.237;1.505;-0;602;-0;408;-0;447;-0;1.734;-0;0;-2.968;863;-0
03.06.2018;17:00;3.809;2.739;-0;0;-1.029;1.515;-0;328;-91;460;-0;435;-0;1.491;-0;0;-2.939;900;-0
03.06.2018;18:00;1.152;2.203;-0;0;-1.665;1.460;-0;305;-165;411;-0;371;-0;456;-0;0;-3.043;819;-0
03.06.2018;19:00;-1.726;2.172;-0;0;-2.065;628;-0;223;-314;318;-0;46;-0;31;-194;0;-3.145;574;-0
03.06.2018;20:00;-3.618;2.334;-0;0;-2.295;32;-314;223;-366;300;-0;0;-430;0;-376;0;-3.379;653;-0
03.06.2018;21:00;-4.402;2.369;-0;0;-2.311;2;-1.014;294;-313;285;-0;0;-607;0;-448;0;-3.442;783;-0
03.06.2018;22:00;-4.490;2.585;-0;0;-2.278;2;-1.256;273;-327;309;-0;0;-608;0;-389;0;-3.469;668;-0
03.06.2018;23:00;-2.464;2.608;-0;0;-1.616;17;-444;142;-502;302;-0;0;-110;0;-175;0;-3.215;529;-0
04.06.2018;00:00;-2.592;1.644;-0;0;-1.508;34;-193;175;-477;363;-0;300;-0;119;-0;0;-3.851;802;-0
04.06.2018;01:00;-2.204;1.319;-0;0;-1.434;228;-1;197;-389;341;-0;351;-0;358;-0;0;-4.065;891;-0
04.06.2018;02:00;-1.451;906;-0;0;-1.174;471;-0;304;-403;336;-0;42;-0;851;-0;0;-3.589;805;-0
04.06.2018;03:00;-2.413;460;-0;0;-1.195;402;-0;295;-430;348;-0;3;-0;847;-0;0;-3.918;775;-0
04.06.2018;04:00;-2.974;670;-0;0;-1.273;43;-193;282;-480;371;-0;3;-0;671;-0;0;-3.911;843;-0
04.06.2018;05:00;-2.712;281;-0;0;-1.248;303;-2;366;-404;397;-0;2;-0;444;-0;0;-3.813;962;-0
04.06.2018;06:00;-3.449;0;-22;0;-1.796;7;-535;1.010;-105;439;-0;2;-0;333;-0;0;-3.549;767;-0
04.06.2018;07:00;-2.399;1.277;-0;0;-2.118;2;-423;751;-79;482;-0;0;-265;0;-314;0;-2.335;623;-0
04.06.2018;08:00;-752;1.954;-0;0;-1.972;6;-381;840;-41;520;-0;0;-559;162;-0;0;-1.961;680;-0
04.06.2018;09:00;1.722;2.830;-0;0;-1.702;24;-284;1.029;-9;548;-0;0;-608;788;-0;0;-1.524;630;-0
04.06.2018;10:00;3.475;2.604;-0;0;-962;25;-315;1.497;-0;569;-0;0;-608;1.430;-0;0;-1.416;651;-0
04.06.2018;11:00;4.568;2.383;-0;0;-680;45;-286;1.738;-0;587;-0;0;-609;1.890;-0;0;-1.237;737;-0
04.06.2018;12:00;5.092;2.421;-0;0;-817;55;-310;2.014;-0;573;-0;0;-609;2.029;-0;0;-1.095;831;-0
04.06.2018;13:00;5.632;2.355;-0;0;-613;36;-285;1.969;-0;557;-0;0;-170;2.105;-0;0;-1.115;793;-0
04.06.2018;14:00;6.356;2.375;-0;0;-423;34;-272;1.984;-0;554;-0;0;-1;2.257;-0;0;-978;826;-0
04.06.2018;15:00;5.490;2.354;-0;0;-662;37;-274;1.898;-0;549;-0;0;-139;1.953;-0;0;-1.065;839;-0
04.06.2018;16:00;5.096;2.407;-0;0;-545;41;-320;1.918;-0;552;-0;0;-345;1.859;-0;0;-1.328;857;-0
04.06.2018;17:00;2.274;2.346;-0;0;-1.206;3;-1.188;1.872;-0;552;-0;0;-588;1.406;-0;0;-1.844;921;-0
04.06.2018;18:00;-608;2.217;-0;0;-1.804;2;-1.237;1.490;-34;550;-0;0;-608;389;-0;0;-2.484;911;-0
04.06.2018;19:00;-2.920;2.016;-0;0;-2.416;2;-1.211;1.297;-86;541;-0;0;-609;0;-252;0;-2.927;725;-0
04.06.2018;20:00;-2.915;1.733;-0;0;-2.457;2;-1.041;1.419;-71;512;-0;0;-609;0;-236;0;-3.019;852;-0
04.06.2018;21:00;-2.257;1.468;-0;0;-2.306;2;-1.010;1.623;-17;489;-0;0;-609;23;-18;0;-2.845;943;-0
04.06.2018;22:00;-1.399;1.969;-0;0;-1.973;2;-959;1.287;-104;469;-0;0;-609;0;-226;0;-2.190;935;-0
04.06.2018;23:00;203;2.229;-0;0;-944;2;-1.155;1.025;-197;420;-0;0;-608;49;-0;0;-1.577;959;-0
05.06.2018;00:00;826;2.421;-0;0;-799;2;-1.240;1.196;-156;391;-0;0;-593;667;-0;0;-2.013;950;-0
05.06.2018;01:00;47;2.039;-0;0;-1.086;2;-872;1.234;-153;369;-0;0;-105;697;-0;0;-2.984;906;-0
05.06.2018;02:00;-475;1.931;-0;0;-962;2;-1.067;1.112;-194;372;-0;2;-0;744;-0;0;-3.250;835;-0
05.06.2018;03:00;-1.969;1.188;-0;0;-1.072;2;-815;964;-214;379;-0;2;-0;667;-0;0;-3.860;790;-0
05.06.2018;04:00;-3.202;206;-0;0;-1.180;2;-827;975;-195;380;-0;2;-0;692;-0;0;-4.081;824;-0
05.06.2018;05:00;-3.731;0;-92;0;-1.379;3;-718;1.019;-151;399;-0;2;-0;344;-0;0;-3.996;838;-0
05.06.2018;06:00;-4.989;113;-0;0;-1.775;2;-1.304;1.007;-102;444;-0;0;-485;81;-0;0;-3.579;609;-0
05.06.2018;07:00;-3.776;258;-0;0;-2.145;13;-394;846;-27;504;-0;0;-608;217;-0;0;-3.084;644;-0
05.06.2018;08:00;-3.069;1.019;-0;0;-2.234;8;-429;787;-0;541;-0;0;-608;291;-0;0;-3.098;654;-0
05.06.2018;09:00;-303;2.202;-0;0;-2.240;34;-347;1.002;-0;563;-0;0;-608;773;-0;0;-2.283;601;-0
05.06.2018;10:00;-166;1.802;-0;0;-2.034;49;-321;1.353;-0;569;-0;0;-608;1.080;-0;0;-2.592;536;-0
05.06.2018;11:00;423;1.674;-0;0;-2.054;44;-340;1.808;-0;572;-0;0;-608;1.335;-0;0;-2.572;564;-0
05.06.2018;12:00;2.027;2.198;-0;0;-1.844;60;-320;1.996;-0;559;-0;0;-608;1.313;-0;0;-2.004;677;-0
05.06.2018;13:00;3.179;2.412;-0;0;-1.517;53;-320;2.048;-0;552;-0;0;-518;1.456;-0;0;-1.755;768;-0
05.06.2018;14:00;4.305;2.354;-0;0;-1.065;42;-314;2.040;-0;552;-0;0;-141;1.474;-0;0;-1.420;783;-0
05.06.2018;15:00;4.999;2.703;-0;0;-946;48;-338;2.046;-0;552;-0;0;-103;1.614;-0;0;-1.476;899;-0
05.06.2018;16:00;3.574;2.491;-0;0;-1.205;133;-120;1.849;-0;552;-0;0;-519;1.264;-0;0;-1.887;1.016;-0
05.06.2018;17:00;1.322;2.467;-0;0;-1.640;61;-508;1.485;-2;555;-0;0;-394;863;-0;0;-2.459;894;-0
05.06.2018;18:00;-1.407;2.006;-0;0;-2.357;76;-284;1.166;-29;561;-0;0;-399;143;-0;0;-3.080;790;-0
05.06.2018;19:00;-3.497;1.666;-0;0;-2.583;23;-558;1.015;-50;557;-0;0;-557;0;-155;0;-3.582;727;-0
05.06.2018;20:00;-3.155;1.816;-0;0;-2.263;12;-601;860;-95;526;-0;0;-607;0;-117;0;-3.537;851;-0
05.06.2018;21:00;-3.038;1.790;-0;0;-2.206;15;-529;904;-116;501;-0;0;-553;0;-407;0;-3.312;875;-0
05.06.2018;22:00;-1.198;2.325;-0;0;-1.351;4;-730;745;-260;490;-0;0;-592;5;-107;0;-2.449;722;-0
05.06.2018;23:00;950;2.378;-0;0;-967;28;-447;724;-293;439;-0;0;-103;291;-0;0;-2.011;911;-0
06.06.2018;00:00;738;2.430;-0;0;-1.119;286;-2;619;-381;407;-0;2;-0;527;-0;0;-2.847;816;-0
06.06.2018;01:00;405;2.597;-0;0;-1.172;794;-0;578;-468;385;-0;2;-0;393;-0;0;-3.556;852;-0
06.06.2018;02:00;888;2.371;-0;0;-1.092;1.412;-0;522;-512;375;-0;285;-0;256;-0;0;-3.613;884;-0
06.06.2018;03:00;-87;1.514;-0;0;-1.151;1.517;-0;578;-428;370;-0;317;-0;229;-0;0;-4.036;1.003;-0
06.06.2018;04:00;-1.066;596;-0;0;-1.064;1.396;-0;628;-491;391;-0;327;-0;427;-0;0;-4.277;1.001;-0
06.06.2018;05:00;-423;1.372;-0;0;-1.160;946;-0;682;-496;411;-0;357;-0;334;-0;0;-3.870;1.001;-0
06.06.2018;06:00;-753;750;-0;0;-1.323;637;-0;1.118;-254;464;-0;44;-0;532;-0;0;-3.688;967;-0
06.06.2018;07:00;-434;1.505;-0;0;-1.692;170;-12;1.139;-239;521;-0;0;-437;443;-0;0;-2.805;973;-0
06.06.2018;08:00;1.314;2.221;-0;0;-1.706;120;-52;1.245;-213;561;-0;0;-595;694;-0;0;-1.907;946;-0
06.06.2018;09:00;3.857;2.800;-0;0;-1.160;113;-124;1.476;-148;575;-0;0;-510;1.345;-0;0;-1.542;1.032;-0
06.06.2018;10:00;5.870;2.496;-0;129;-511;132;-115;1.808;-128;586;-0;0;-438;1.830;-0;0;-781;862;-0
06.06.2018;11:00;7.352;2.419;-0;262;-236;243;-2;1.845;-74;594;-0;0;-416;1.957;-0;0;-170;930;-0
06.06.2018;12:00;9.541;2.488;-0;371;-126;502;-0;2.125;-39;573;-0;0;-53;2.475;-0;235;-0;990;-0
06.06.2018;13:00;9.020;2.455;-0;352;-124;661;-0;2.144;-87;568;-0;2;-0;2.197;-0;0;-105;957;-0
06.06.2018;14:00;8.814;2.536;-0;412;-82;705;-0;2.040;-95;563;-0;2;-0;2.106;-0;0;-242;869;-0
06.06.2018;15:00;6.867;2.570;-0;229;-312;108;-158;1.994;-108;558;-0;2;-0;1.815;-0;0;-711;880;-0
06.06.2018;16:00;5.151;2.592;-0;66;-647;124;-113;1.914;-146;568;-0;0;-485;1.642;-0;0;-1.199;835;-0
06.06.2018;17:00;2.344;2.582;-0;0;-1.419;110;-205;1.685;-134;582;-0;0;-583;919;-0;0;-2.034;841;-0
06.06.2018;18:00;-652;2.330;-0;0;-2.030;95;-232;1.018;-241;589;-0;0;-526;103;-3;0;-2.411;656;-0
06.06.2018;19:00;-2.562;2.245;-0;0;-2.521;70;-336;794;-351;583;-0;0;-606;0;-188;0;-2.707;455;-0
06.06.2018;20:00;-2.864;2.189;-0;0;-2.358;65;-430;920;-375;562;-0;0;-609;0;-216;0;-3.115;503;-0
06.06.2018;21:00;376;2.479;-0;0;-1.487;62;-503;1.549;-285;533;-0;0;-595;618;-0;0;-2.912;917;-0
06.06.2018;22:00;4.133;2.849;-0;0;-669;144;-84;1.629;-296;529;-0;0;-106;899;-0;0;-1.837;1.075;-0
06.06.2018;23:00;4.985;2.620;-0;0;-269;833;-0;1.203;-446;490;-0;3;-0;1.027;-0;0;-1.579;1.103;-0
07.06.2018;00:00;6.428;2.966;-0;8;-133;1.227;-0;1.219;-410;453;-0;228;-0;1.174;-0;0;-1.453;1.149;-0
07.06.2018;01:00;6.090;2.995;-0;0;-205;1.505;-0;1.113;-408;405;-0;297;-0;1.032;-0;0;-1.809;1.165;-0
07.06.2018;02:00;5.455;3.062;-0;0;-286;1.516;-0;860;-465;409;-0;299;-0;867;-0;0;-2.186;1.379;-0
07.06.2018;03:00;3.986;2.404;-0;0;-409;1.509;-0;759;-449;406;-0;392;-0;678;-0;0;-2.632;1.328;-0
07.06.2018;04:00;2.470;2.089;-0;0;-640;1.280;-0;595;-569;419;-0;396;-0;597;-0;0;-2.894;1.197;-0
07.06.2018;05:00;2.528;2.192;-0;0;-742;872;-0;663;-415;450;-0;491;-0;616;-0;0;-2.814;1.215;-0
07.06.2018;06:00;941;1.497;-0;0;-1.014;560;-0;887;-252;491;-0;79;-0;577;-0;0;-2.990;1.106;-0
07.06.2018;07:00;-519;1.227;-0;0;-1.371;55;-149;778;-237;558;-0;0;-80;365;-0;0;-2.652;987;-0
07.06.2018;08:00;1.047;1.998;-0;0;-1.442;38;-199;751;-257;600;-0;0;-0;440;-0;0;-1.855;973;-0
07.06.2018;09:00;3.089;2.359;-0;0;-1.250;42;-235;1.058;-147;620;-0;3;-0;956;-0;0;-1.325;1.008;-0
07.06.2018;10:00;5.351;2.706;-0;95;-503;41;-316;1.424;-75;620;-0;3;-0;1.523;-0;0;-999;832;-0
07.06.2018;11:00;6.977;2.738;-0;186;-30;73;-302;1.565;-27;625;-0;3;-0;1.898;-0;0;-716;964;-0
07.06.2018;12:00;7.610;2.576;-0;10;-186;625;-0;1.607;-0;615;-0;3;-0;1.915;-0;0;-478;923;-0
07.06.2018;13:00;7.474;2.377;-0;18;-135;645;-0;1.546;-9;612;-0;265;-0;2.018;-0;0;-701;838;-0
07.06.2018;14:00;6.965;2.396;-0;22;-79;624;-0;1.351;-36;606;-0;32;-0;1.986;-0;0;-665;728;-0
07.06.2018;15:00;4.785;2.351;-0;0;-278;44;-316;1.300;-72;593;-0;0;-174;1.572;-0;0;-912;677;-0
07.06.2018;16:00;2.642;2.142;-0;0;-716;34;-354;1.308;-124;586;-0;0;-316;1.181;-0;0;-1.731;632;-0
07.06.2018;17:00;-1.071;2.321;-0;0;-1.993;41;-358;891;-143;580;-0;0;-348;334;-0;0;-3.028;632;-0
07.06.2018;18:00;-3.205;2.385;-0;0;-2.673;62;-228;538;-340;587;-0;0;-325;0;-368;0;-3.570;727;-0
07.06.2018;19:00;-3.536;2.432;-0;0;-2.564;43;-254;421;-409;576;-0;0;-425;0;-720;0;-3.283;647;-0
07.06.2018;20:00;-3.480;2.580;-0;0;-2.478;32;-251;625;-525;540;-0;0;-394;0;-636;0;-3.635;662;-0
07.06.2018;21:00;-1.804;2.427;-0;0;-1.883;25;-321;889;-279;505;-0;0;-445;0;-319;0;-3.334;931;-0
07.06.2018;22:00;1.052;2.717;-0;0;-891;60;-185;946;-355;489;-0;0;-581;52;-15;0;-2.077;892;-0
07.06.2018;23:00;2.207;2.184;-0;0;-407;259;-1;734;-597;467;-0;0;-102;470;-0;0;-1.682;882;-0
08.06.2018;00:00;2.011;2.247;-0;0;-932;1.045;-0;483;-721;347;-0;249;-0;526;-0;0;-2.084;851;-0
08.06.2018;01:00;1.770;2.282;-0;0;-1.034;1.501;-0;450;-425;289;-0;27;-0;408;-0;0;-2.527;799;-0
08.06.2018;02:00;938;2.265;-0;0;-1.240;1.476;-0;367;-483;280;-0;2;-0;366;-0;0;-2.833;738;-0
08.06.2018;03:00;-717;1.331;-0;0;-1.259;1.280;-0;166;-476;252;-0;237;-0;194;-0;0;-3.116;674;-0
08.06.2018;04:00;-2.132;649;-0;0;-1.345;1.302;-0;123;-512;214;-0;255;-0;18;-18;0;-3.402;584;-0
08.06.2018;05:00;-1.677;990;-0;0;-1.267;864;-0;333;-472;216;-0;373;-0;74;-0;0;-3.542;754;-0
08.06.2018;06:00;-2.100;553;-0;0;-1.361;570;-0;603;-208;284;-0;48;-0;144;-0;0;-3.636;903;-0
08.06.2018;07:00;-1.928;1.531;-0;0;-1.955;129;-0;661;-416;427;-0;0;-55;140;-0;0;-3.244;854;-0
08.06.2018;08:00;35;2.036;-0;0;-1.989;227;-0;694;-239;504;-0;125;-0;519;-0;0;-2.819;977;-0
08.06.2018;09:00;2.558;2.754;-0;0;-1.497;305;-0;1.000;-79;477;-0;112;-0;1.014;-0;0;-2.426;898;-0
08.06.2018;10:00;3.598;2.471;-0;0;-1.277;487;-0;1.357;-1;468;-0;67;-0;1.512;-0;0;-2.412;926;-0
08.06.2018;11:00;4.712;2.647;-0;0;-891;394;-0;1.589;-0;545;-0;5;-0;1.647;-0;0;-2.114;890;-0
08.06.2018;12:00;6.217;2.587;-0;0;-764;617;-0;1.614;-0;582;-0;445;-0;2.141;-0;0;-1.862;857;-0
08.06.2018;13:00;6.659;2.592;-0;0;-569;629;-0;1.521;-0;559;-0;516;-0;2.350;-0;0;-1.840;901;-0
08.06.2018;14:00;6.521;2.551;-0;0;-447;634;-0;1.451;-0;533;-0;496;-0;2.240;-0;0;-1.819;882;-0
08.06.2018;15:00;5.667;2.724;-0;0;-528;626;-0;1.368;-0;499;-0;496;-0;1.902;-0;0;-2.208;788;-0
08.06.2018;16:00;3.684;2.716;-0;0;-1.061;599;-0;1.357;-0;468;-0;85;-0;1.494;-0;0;-2.757;783;-0
08.06.2018;17:00;452;2.271;-0;0;-1.707;233;-0;1.284;-0;409;-0;0;-199;870;-0;0;-3.561;852;-0
08.06.2018;18:00;-101;2.363;-0;0;-1.907;479;-0;957;-118;456;-0;0;-320;249;-0;0;-3.237;977;-0
08.06.2018;19:00;-1.106;2.171;-0;0;-1.992;309;-0;794;-162;426;-0;0;-393;145;-0;0;-3.464;1.060;-0
08.06.2018;20:00;-1.641;2.044;-0;0;-1.863;86;-6;792;-151;386;-0;0;-492;113;-0;0;-3.562;1.012;-0
08.06.2018;21:00;-871;1.895;-0;0;-1.642;126;-0;891;-174;375;-0;0;-164;288;-0;0;-3.498;1.032;-0
08.06.2018;22:00;907;2.515;-0;0;-1.273;163;-0;782;-288;502;-0;0;-433;441;-0;0;-2.410;908;-0
08.06.2018;23:00;1.962;2.699;-0;0;-821;98;-9;670;-391;487;-0;0;-178;692;-0;0;-1.996;711;-0
09.06.2018;00:00;993;2.690;-0;0;-1.041;539;-0;333;-623;446;-0;0;-4;231;-0;0;-2.394;816;-0
09.06.2018;01:00;982;2.597;-0;0;-846;1.077;-0;155;-727;350;-0;285;-0;354;-0;0;-3.012;749;-0
09.06.2018;02:00;882;2.325;-0;0;-650;1.492;-0;113;-749;279;-0;253;-0;477;-0;0;-3.315;657;-0
09.06.2018;03:00;-72;1.684;-0;0;-706;1.517;-0;122;-682;243;-0;261;-0;455;-0;0;-3.678;712;-0
09.06.2018;04:00;-513;1.515;-0;0;-701;1.520;-0;37;-702;239;-0;275;-0;328;-0;0;-3.739;715;-0
09.06.2018;05:00;-684;1.489;-0;0;-753;1.504;-0;42;-745;251;-0;306;-0;272;-0;0;-3.757;707;-0
09.06.2018;06:00;-695;1.153;-0;0;-854;1.518;-0;154;-605;223;-0;358;-0;475;-0;0;-3.925;808;-0
09.06.2018;07:00;49;1.202;-0;0;-1.306;1.499;-0;311;-280;278;-0;431;-0;611;-0;0;-3.583;886;-0
09.06.2018;08:00;1.217;1.380;-0;0;-1.173;1.506;-0;563;-103;404;-0;61;-0;753;-0;0;-3.065;891;-0
09.06.2018;09:00;3.321;2.390;-0;0;-1.258;1.504;-0;721;-46;473;-0;131;-0;826;-0;0;-2.301;881;-0
09.06.2018;10:00;4.539;2.610;-0;0;-1.175;1.522;-0;862;-10;467;-0;456;-0;1.181;-0;0;-2.225;851;-0
09.06.2018;11:00;6.004;2.573;-0;0;-961;1.527;-0;1.172;-0;511;-0;520;-0;1.630;-0;0;-1.869;901;-0
09.06.2018;12:00;7.820;3.030;-0;0;-970;1.506;-0;1.195;-0;573;-0;559;-0;1.914;-0;0;-1.038;1.051;-0
09.06.2018;13:00;7.820;3.109;-0;0;-620;1.472;-0;1.043;-27;507;-0;594;-0;1.993;-0;0;-1.240;989;-0
09.06.2018;14:00;6.836;3.032;-0;8;-564;1.456;-0;929;-75;409;-0;595;-0;1.816;-0;0;-1.665;895;-0
09.06.2018;15:00;6.834;2.927;-0;15;-480;1.436;-0;1.063;-59;452;-0;595;-0;1.874;-0;0;-1.777;788;-0
09.06.2018;16:00;5.581;2.307;-0;0;-531;1.515;-0;1.339;-34;458;-0;563;-0;1.564;-0;0;-2.279;679;-0
09.06.2018;17:00;3.449;1.904;-0;0;-933;1.514;-0;1.120;-83;456;-0;492;-0;900;-0;0;-2.545;624;-0
09.06.2018;18:00;1.099;1.886;-0;0;-1.652;1.532;-0;867;-134;446;-0;76;-0;196;-0;0;-2.776;658;-0
09.06.2018;19:00;505;2.129;-0;0;-1.676;1.010;-0;791;-141;455;-0;3;-0;60;-19;0;-2.735;628;-0
09.06.2018;20:00;889;2.209;-0;0;-1.485;967;-0;931;-129;435;-0;3;-0;27;-25;0;-2.703;659;-0
09.06.2018;21:00;250;2.357;-0;0;-1.680;834;-0;873;-162;397;-0;3;-0;0;-196;0;-2.804;628;-0
09.06.2018;22:00;501;2.567;-0;0;-1.418;743;-0;478;-271;342;-0;3;-0;0;-367;0;-2.271;695;-0
09.06.2018;23:00;1.270;2.691;-0;0;-1.312;1.370;-0;208;-463;418;-0;243;-0;0;-314;0;-1.985;414;-0
10.06.2018;00:00;839;1.890;-0;0;-1.174;1.464;-0;177;-454;353;-0;280;-0;207;-0;0;-2.742;838;-0
10.06.2018;01:00;378;2.262;-0;0;-1.036;1.306;-0;13;-622;314;-0;280;-0;126;-0;0;-2.948;683;-0
10.06.2018;02:00;1.063;2.206;-0;0;-656;1.396;-0;0;-705;336;-0;264;-0;302;-0;0;-2.753;673;-0
10.06.2018;03:00;988;2.148;-0;0;-705;1.501;-0;0;-730;301;-0;250;-0;291;-0;0;-2.732;664;-0
10.06.2018;04:00;450;1.854;-0;0;-737;1.505;-0;0;-969;307;-0;250;-0;322;-0;0;-2.719;637;-0
10.06.2018;05:00;-782;1.506;-0;0;-1.120;1.510;-0;0;-1.047;253;-0;266;-0;324;-0;0;-3.100;626;-0
10.06.2018;06:00;-124;1.418;-0;0;-905;1.517;-0;0;-790;251;-0;306;-0;511;-0;0;-3.194;762;-0
10.06.2018;07:00;155;1.385;-0;0;-1.198;1.511;-0;1;-501;270;-0;469;-0;554;-0;0;-3.187;851;-0
10.06.2018;08:00;1.682;1.590;-0;0;-1.247;1.511;-0;97;-186;295;-0;588;-0;1.001;-0;0;-2.972;1.005;-0
10.06.2018;09:00;2.770;2.365;-0;0;-1.453;1.513;-0;281;-19;386;-0;594;-0;1.014;-0;0;-2.562;651;-0
10.06.2018;10:00;3.112;2.159;-0;0;-1.683;1.523;-0;509;-0;398;-0;594;-0;1.403;-0;0;-2.463;672;-0
10.06.2018;11:00;2.524;1.862;-0;0;-1.809;1.535;-0;658;-0;444;-0;594;-0;1.383;-0;0;-2.825;682;-0
10.06.2018;12:00;4.258;1.787;-0;0;-1.404;1.515;-0;787;-0;571;-0;593;-0;2.032;-0;0;-2.244;621;-0
10.06.2018;13:00;5.197;2.019;-0;0;-1.375;1.508;-0;1.088;-0;552;-0;594;-0;2.310;-0;0;-2.160;661;-0
10.06.2018;14:00;5.028;2.543;-0;0;-1.566;1.511;-0;1.172;-0;460;-0;594;-0;2.076;-0;0;-2.418;656;-0
10.06.2018;15:00;4.984;2.796;-0;0;-1.590;1.612;-0;1.338;-0;412;-0;594;-0;1.843;-0;0;-2.661;640;-0
10.06.2018;16:00;4.497;2.855;-0;0;-1.516;1.508;-0;1.405;-0;396;-0;411;-0;1.607;-0;0;-2.855;686;-0
10.06.2018;17:00;4.498;2.684;-0;0;-929;1.457;-0;1.211;-0;432;-0;397;-0;1.426;-0;0;-2.978;798;-0
10.06.2018;18:00;5.090;2.710;-0;0;-528;1.402;-0;1.329;-16;527;-0;397;-0;1.226;-0;0;-2.833;876;-0
