Datum;Uhrzeit;Physikalischer Nettoexport[MWh];Niederlande (Export)[MWh];Niederlande (Import)[MWh];Schweiz (Export)[MWh];Schweiz (Import)[MWh];Dänemark (Export)[MWh];Dänemark (Import)[MWh];Tschechien (Export)[MWh];Tschechien (Import)[MWh];Luxemburg (Export)[MWh];Luxemburg (Import)[MWh];Schweden (Export)[MWh];Schweden (Import)[MWh];Österreich (Export)[MWh];Österreich (Import)[MWh];Frankreich (Export)[MWh];Frankreich (Import)[MWh];Polen (Export)[MWh];Polen (Import)[MWh]
10.06.2017;19:00;-;824;-0;0;-770;128;-55;108;-118;-;-;0;-609;0;-126;0;-1.374;436;-0
10.06.2017;20:00;-;657;-0;0;-792;79;-155;93;-159;-;-;0;-608;0;-262;0;-1.800;468;-0
10.06.2017;21:00;-;727;-0;0;-351;6;-189;238;-150;-;-;0;-609;2;-56;0;-1.342;590;-0
10.06.2017;22:00;-;1.594;-0;206;-24;0;-411;208;-342;-;-;0;-609;17;-17;0;-100;338;-0
10.06.2017;23:00;-;2.256;-0;483;-10;0;-668;282;-453;-;-;0;-609;152;-0;679;-0;288;-0
11.06.2017;00:00;-;2.656;-0;1.431;-0;0;-1.228;847;-311;-;-;0;-609;1.500;-0;424;-0;1.046;-0
11.06.2017;01:00;-;3.593;-0;1.653;-0;0;-1.437;769;-385;-;-;0;-551;1.702;-0;350;-0;1.036;-0
11.06.2017;02:00;-;4.096;-0;1.777;-0;0;-1.084;823;-433;-;-;0;-78;1.946;-0;208;-0;998;-0
11.06.2017;03:00;-;3.812;-0;1.823;-0;168;-558;841;-430;-;-;2;-0;2.207;-0;0;-377;1.008;-0
11.06.2017;04:00;-;4.074;-0;1.472;-0;148;-375;898;-429;-;-;2;-0;2.149;-0;116;-0;1.017;-0
11.06.2017;05:00;-;3.779;-0;862;-0;251;-285;720;-429;-;-;2;-0;1.879;-0;45;-0;966;-0
11.06.2017;06:00;-;3.422;-0;927;-0;1.018;-0;685;-341;-;-;2;-0;2.014;-0;0;-209;988;-0
11.06.2017;07:00;-;3.053;-0;996;-0;1.879;-0;523;-197;-;-;2;-0;2.274;-0;0;-533;973;-0
11.06.2017;08:00;-;2.743;-0;1.287;-0;2.099;-0;523;-126;-;-;2;-0;2.663;-0;0;-417;982;-0
11.06.2017;09:00;-;3.274;-0;1.717;-0;1.969;-0;800;-132;-;-;354;-0;3.102;-0;423;-0;1.046;-0
11.06.2017;10:00;-;3.428;-0;1.232;-0;2.045;-0;856;-91;-;-;494;-0;3.282;-0;598;-0;955;-0
11.06.2017;11:00;-;3.488;-0;1.319;-0;1.951;-0;1.182;-102;-;-;496;-0;3.420;-0;775;-0;935;-0
11.06.2017;12:00;-;2.869;-0;968;-0;2.038;-0;1.150;-91;-;-;496;-0;3.482;-0;579;-0;877;-0
11.06.2017;13:00;-;2.667;-0;982;-0;2.017;-0;1.203;-44;-;-;496;-0;3.487;-0;471;-0;778;-0
11.06.2017;14:00;-;2.797;-0;1.130;-0;2.054;-0;1.584;-145;-;-;399;-0;3.469;-0;1.254;-0;689;-0
11.06.2017;15:00;-;2.688;-0;1.010;-0;2.113;-0;1.600;-117;-;-;494;-0;3.426;-0;838;-0;674;-0
11.06.2017;16:00;-;2.601;-0;904;-0;1.805;-0;1.201;-75;-;-;496;-0;3.139;-0;148;-0;753;-0
11.06.2017;17:00;-;2.169;-0;1.246;-0;888;-0;973;-132;-;-;67;-0;2.322;-0;0;-308;897;-0
11.06.2017;18:00;-;2.010;-0;814;-0;55;-205;1.006;-198;-;-;0;-451;1.383;-0;0;-658;817;-0
11.06.2017;19:00;-;2.041;-0;643;-0;0;-635;781;-215;-;-;0;-608;527;-0;0;-688;795;-0
11.06.2017;20:00;-;1.805;-0;637;-0;0;-722;913;-269;-;-;0;-609;439;-0;0;-988;836;-0
11.06.2017;21:00;-;1.941;-0;854;-0;0;-954;1.021;-257;-;-;0;-609;629;-0;0;-754;870;-0
11.06.2017;22:00;-;2.584;-0;922;-0;0;-1.238;877;-388;-;-;0;-608;360;-0;0;-69;557;-0
11.06.2017;23:00;-;2.655;-0;1.082;-0;0;-1.292;1.100;-373;-;-;0;-608;758;-0;142;-0;811;-0
12.06.2017;00:00;-;2.727;-0;1.642;-0;0;-1.011;1.312;-286;-;-;0;-593;1.743;-0;0;-407;1.018;-0
12.06.2017;01:00;-;2.382;-0;1.710;-0;0;-444;1.312;-248;-;-;0;-92;2.259;-0;0;-732;1.084;-0
12.06.2017;02:00;-;2.322;-0;1.480;-0;0;-796;1.475;-270;-;-;2;-0;2.364;-0;0;-1.120;1.223;-0
12.06.2017;03:00;-;1.659;-0;1.035;-0;18;-242;1.544;-279;-;-;2;-0;2.387;-0;0;-1.930;1.274;-0
12.06.2017;04:00;-;1.555;-0;866;-0;21;-40;1.403;-311;-;-;2;-0;2.525;-0;0;-1.982;1.224;-0
12.06.2017;05:00;-;1.296;-0;968;-0;91;-244;1.451;-303;-;-;0;-223;2.378;-0;0;-1.814;1.159;-0
12.06.2017;06:00;-;107;-0;981;-0;84;-125;1.937;-140;-;-;0;-572;1.765;-0;0;-1.883;1.123;-0
12.06.2017;07:00;-;594;-0;972;-0;72;-376;1.961;-106;-;-;0;-608;894;-0;0;-553;1.044;-0
12.06.2017;08:00;-;947;-0;658;-0;47;-560;1.751;-213;-;-;0;-538;920;-0;0;-20;1.072;-0
12.06.2017;09:00;-;1.732;-0;981;-0;170;-278;1.656;-219;-;-;0;-333;1.311;-0;218;-8;1.059;-0
12.06.2017;10:00;-;2.035;-0;959;-0;410;-0;1.745;-193;-;-;0;-26;1.957;-0;451;-0;1.180;-0
12.06.2017;11:00;-;1.756;-0;897;-0;1.674;-0;1.889;-197;-;-;2;-0;2.139;-0;561;-0;1.142;-0
12.06.2017;12:00;-;1.751;-0;585;-0;1.928;-0;2.054;-157;-;-;74;-0;2.978;-0;487;-0;1.175;-0
12.06.2017;13:00;-;1.574;-0;659;-0;2.005;-0;1.828;-116;-;-;76;-0;3.040;-0;538;-0;1.111;-0
12.06.2017;14:00;-;1.326;-0;735;-0;1.839;-0;1.761;-144;-;-;76;-0;2.994;-0;399;-0;1.069;-0
12.06.2017;15:00;-;1.208;-0;952;-0;1.706;-0;1.810;-171;-;-;76;-0;3.187;-0;124;-0;1.034;-0
12.06.2017;16:00;-;1.449;-0;1.009;-0;1.547;-0;1.991;-172;-;-;76;-0;3.161;-0;327;-0;1.015;-0
12.06.2017;17:00;-;1.630;-0;1.062;-0;1.158;-26;1.989;-212;-;-;76;-0;2.794;-0;478;-0;1.035;-0
12.06.2017;18:00;-;2.033;-0;1.063;-0;90;-584;1.997;-258;-;-;0;-132;1.905;-0;1.039;-0;1.092;-0
12.06.2017;19:00;-;2.006;-0;886;-0;62;-609;1.854;-284;-;-;0;-244;1.158;-0;1.045;-0;1.091;-0
12.06.2017;20:00;-;1.870;-0;782;-0;52;-608;1.686;-323;-;-;0;-309;917;-0;703;-0;975;-0
12.06.2017;21:00;-;1.846;-0;789;-0;43;-606;1.789;-359;-;-;0;-344;1.040;-0;485;-0;926;-0
12.06.2017;22:00;-;2.215;-0;924;-0;39;-604;1.669;-399;-;-;0;-289;989;-0;809;-0;712;-0
12.06.2017;23:00;-;2.698;-0;1.003;-0;27;-601;1.925;-391;-;-;0;-237;1.729;-0;1.039;-0;1.008;-0
13.06.2017;00:00;-;2.131;-0;1.418;-0;23;-599;2.162;-392;-;-;0;-221;2.133;-0;848;-0;1.010;-0
13.06.2017;01:00;-;2.061;-0;1.541;-0;27;-595;2.169;-385;-;-;0;-209;2.336;-0;979;-0;926;-0
13.06.2017;02:00;-;1.863;-0;1.438;-0;23;-593;2.051;-379;-;-;0;-209;2.431;-0;599;-0;863;-0
13.06.2017;03:00;-;2.030;-0;1.296;-0;22;-596;1.934;-376;-;-;0;-258;2.212;-0;250;-0;813;-0
13.06.2017;04:00;-;1.698;-0;727;-0;49;-586;1.703;-407;-;-;0;-326;1.983;-0;0;-291;541;-0
13.06.2017;05:00;-;1.414;-0;1.098;-0;53;-587;1.661;-431;-;-;0;-394;1.643;-0;0;-73;505;-0
13.06.2017;06:00;-;387;-0;583;-0;0;-872;1.912;-271;-;-;0;-425;1.472;-0;0;-296;726;-0
13.06.2017;07:00;-;728;-0;202;-269;0;-1.006;1.848;-231;-;-;0;-491;932;-0;27;-0;695;-0
13.06.2017;08:00;-;1.529;-0;415;-28;0;-973;1.607;-246;-;-;0;-546;1.328;-0;737;-0;615;-0
13.06.2017;09:00;-;1.710;-0;887;-0;0;-820;1.635;-182;-;-;0;-536;2.090;-0;760;-0;700;-0
13.06.2017;10:00;-;1.690;-0;1.371;-0;1;-738;1.731;-157;-;-;0;-536;2.172;-0;1.125;-0;906;-0
13.06.2017;11:00;-;1.674;-0;1.326;-0;2;-735;1.715;-95;-;-;0;-523;2.154;-0;1.324;-0;830;-0
13.06.2017;12:00;-;1.802;-0;1.086;-0;11;-666;1.707;-110;-;-;0;-523;2.304;-0;1.448;-0;818;-0
13.06.2017;13:00;-;1.741;-0;1.535;-0;17;-641;1.730;-134;-;-;0;-523;2.528;-0;1.740;-0;830;-0
13.06.2017;14:00;-;1.809;-0;1.646;-0;14;-643;1.785;-169;-;-;0;-522;2.630;-0;1.680;-0;947;-0
13.06.2017;15:00;-;2.218;-0;1.301;-0;10;-697;1.894;-204;-;-;0;-522;2.429;-0;1.714;-0;1.050;-0
13.06.2017;16:00;-;2.344;-0;1.407;-0;3;-799;1.946;-242;-;-;0;-542;2.211;-0;1.581;-0;1.040;-0
13.06.2017;17:00;-;2.428;-0;665;-0;0;-992;1.827;-229;-;-;0;-599;1.900;-0;1.353;-0;979;-0
13.06.2017;18:00;-;2.060;-0;311;-176;0;-1.315;1.465;-305;-;-;0;-609;1.052;-0;991;-0;619;-0
13.06.2017;19:00;-;1.980;-0;262;-424;0;-1.501;1.200;-334;-;-;0;-609;386;-0;729;-0;646;-0
13.06.2017;20:00;-;1.782;-0;58;-534;0;-1.630;1.103;-304;-;-;0;-608;221;-0;260;-0;623;-0
13.06.2017;21:00;-;1.528;-0;100;-394;0;-1.770;1.066;-284;-;-;0;-608;134;-0;183;-0;590;-0
13.06.2017;22:00;-;1.871;-0;185;-297;0;-1.802;928;-319;-;-;0;-608;270;-0;569;-0;540;-0
13.06.2017;23:00;-;1.802;-0;452;-0;0;-1.796;1.049;-335;-;-;0;-608;816;-0;611;-0;715;-0
14.06.2017;00:00;-;1.483;-0;1.001;-0;0;-1.793;1.530;-315;-;-;0;-608;1.599;-0;0;-82;814;-0
14.06.2017;01:00;-;1.490;-0;836;-0;0;-1.811;1.360;-325;-;-;0;-609;1.522;-0;0;-617;593;-0
14.06.2017;02:00;-;877;-0;977;-0;0;-1.834;1.383;-333;-;-;0;-608;2.019;-0;0;-788;682;-0
14.06.2017;03:00;-;444;-0;640;-0;0;-1.814;1.206;-310;-;-;0;-608;2.001;-0;0;-1.243;676;-0
14.06.2017;04:00;-;132;-0;412;-0;0;-1.788;958;-316;-;-;0;-608;1.669;-0;0;-1.543;555;-0
14.06.2017;05:00;-;0;-542;616;-0;0;-1.406;1.025;-281;-;-;0;-608;1.899;-0;0;-1.829;676;-0
14.06.2017;06:00;-;0;-1.219;402;-0;0;-1.352;941;-101;-;-;0;-173;1.533;-0;0;-1.909;784;-0
14.06.2017;07:00;-;148;-0;102;-48;0;-1.145;773;-105;-;-;0;-131;974;-0;0;-1.010;686;-0
14.06.2017;08:00;-;1.394;-0;187;-183;0;-531;690;-142;-;-;0;-1;965;-0;0;-425;709;-0
14.06.2017;09:00;-;2.203;-0;507;-0;0;-672;948;-5;-;-;3;-0;1.649;-0;244;-0;977;-0
14.06.2017;10:00;-;1.750;-0;865;-0;7;-209;1.008;-0;-;-;3;-0;1.986;-0;597;-0;1.054;-0
14.06.2017;11:00;-;1.727;-0;1.035;-0;49;-5;1.052;-1;-;-;3;-0;1.977;-0;773;-0;1.114;-0
14.06.2017;12:00;-;1.489;-0;1.181;-0;383;-0;1.286;-0;-;-;3;-0;2.526;-0;843;-0;1.138;-0
14.06.2017;13:00;-;1.559;-0;1.447;-0;628;-0;1.233;-0;-;-;2;-0;2.572;-0;793;-0;1.134;-0
14.06.2017;14:00;-;1.496;-0;1.867;-0;423;-19;1.107;-17;-;-;2;-0;2.732;-0;1.013;-0;1.106;-0
14.06.2017;15:00;-;1.143;-0;1.857;-0;259;-563;1.246;-40;-;-;2;-0;2.520;-0;768;-0;1.154;-0
14.06.2017;16:00;-;1.380;-0;1.567;-0;3;-1.027;1.347;-18;-;-;3;-0;2.285;-0;679;-0;1.135;-0
14.06.2017;17:00;-;1.797;-0;422;-10;0;-698;1.307;-3;-;-;0;-182;1.864;-0;465;-0;1.072;-0
14.06.2017;18:00;-;1.049;-0;55;-302;0;-548;645;-55;-;-;0;-528;716;-0;17;-0;840;-0
14.06.2017;19:00;-;547;-0;2;-507;0;-616;459;-164;-;-;0;-565;57;-8;0;-249;677;-0
14.06.2017;20:00;-;421;-0;0;-624;0;-779;540;-150;-;-;0;-498;63;-0;0;-419;761;-0
14.06.2017;21:00;-;325;-0;0;-609;0;-954;650;-69;-;-;0;-329;370;-0;0;-379;835;-0
14.06.2017;22:00;-;403;-0;101;-177;0;-731;655;-148;-;-;0;-516;549;-0;154;-0;661;-0
14.06.2017;23:00;-;845;-0;769;-0;0;-796;855;-198;-;-;0;-281;1.475;-0;493;-0;733;-0
15.06.2017;00:00;-;587;-0;1.280;-0;0;-1.150;1.285;-294;-;-;0;-454;1.796;-0;0;-135;703;-0
15.06.2017;01:00;-;489;-0;1.372;-0;0;-1.069;1.344;-285;-;-;0;-603;1.945;-0;0;-407;743;-0
15.06.2017;02:00;-;143;-0;1.190;-0;0;-957;1.445;-295;-;-;0;-608;1.984;-0;0;-974;928;-0
15.06.2017;03:00;-;0;-29;982;-0;0;-845;1.450;-273;-;-;0;-608;2.006;-0;0;-1.593;1.041;-0
15.06.2017;04:00;-;0;-618;766;-0;0;-658;1.235;-262;-;-;0;-608;1.767;-0;0;-1.920;860;-0
15.06.2017;05:00;-;0;-142;933;-0;0;-450;1.478;-235;-;-;0;-608;1.979;-0;0;-1.327;1.092;-286
15.06.2017;06:00;-;674;-0;1.284;-0;64;-182;1.641;-34;-;-;0;-184;1.871;-0;0;-293;611;-32
15.06.2017;07:00;-;1.466;-0;1.177;-0;368;-7;1.386;-0;-;-;0;-103;1.056;-0;517;-0;262;-0
15.06.2017;08:00;-;2.580;-0;1.431;-0;758;-0;1.186;-0;-;-;0;-0;1.067;-0;1.466;-0;399;-0
15.06.2017;09:00;-;3.072;-0;1.851;-0;1.258;-0;1.514;-0;-;-;2;-0;1.946;-0;1.978;-0;683;-0
15.06.2017;10:00;-;2.922;-0;1.782;-0;1.858;-0;1.609;-0;-;-;363;-0;2.500;-0;1.630;-0;642;-0
15.06.2017;11:00;-;3.187;-0;2.166;-0;2.020;-0;1.794;-0;-;-;144;-0;2.684;-0;2.104;-0;612;-0
15.06.2017;12:00;-;3.144;-0;2.026;-0;1.972;-0;1.872;-0;-;-;374;-0;2.726;-0;2.045;-0;629;-0
15.06.2017;13:00;-;2.941;-0;2.308;-0;1.925;-0;1.772;-0;-;-;473;-0;3.048;-0;1.977;-0;568;-0
15.06.2017;14:00;-;2.925;-0;2.367;-0;1.990;-0;1.714;-0;-;-;61;-0;3.059;-0;1.752;-0;537;-0
15.06.2017;15:00;-;2.389;-0;2.619;-0;1.518;-0;1.799;-0;-;-;2;-0;2.938;-0;1.186;-0;514;-0
15.06.2017;16:00;-;2.055;-0;2.378;-0;238;-25;2.009;-0;-;-;2;-0;2.342;-0;1.004;-0;462;-0
15.06.2017;17:00;-;1.041;-0;1.662;-0;146;-134;1.931;-0;-;-;2;-0;1.695;-0;325;-0;343;-0
15.06.2017;18:00;-;1.490;-0;806;-0;186;-277;1.610;-27;-;-;0;-228;1.095;-0;258;-0;260;-0
15.06.2017;19:00;-;1.513;-0;382;-0;114;-462;1.497;-70;-;-;0;-13;562;-0;0;-112;219;-0
15.06.2017;20:00;-;1.072;-0;692;-0;5;-579;1.676;-106;-;-;0;-142;842;-0;0;-743;319;-0
15.06.2017;21:00;-;1.169;-0;1.307;-0;0;-912;2.106;-113;-;-;0;-57;1.278;-0;0;-177;455;-0
15.06.2017;22:00;-;2.027;-0;1.480;-0;0;-1.240;2.137;-214;-;-;0;-135;1.375;-0;714;-0;325;-0
15.06.2017;23:00;-;2.739;-0;2.023;-0;0;-1.445;2.088;-251;-;-;0;-447;1.979;-0;949;-0;389;-0
16.06.2017;00:00;-;2.897;-0;1.885;-0;0;-1.255;2.028;-246;-;-;0;-574;2.190;-0;639;-0;758;-0
16.06.2017;01:00;-;2.389;-0;2.046;-0;0;-1.289;1.745;-204;-;-;0;-155;2.123;-0;432;-0;632;-0
16.06.2017;02:00;-;2.469;-0;2.411;-0;0;-1.241;2.059;-160;-;-;0;-0;2.494;-0;238;-0;774;-0
16.06.2017;03:00;-;2.438;-0;1.940;-0;0;-1.265;2.225;-168;-;-;0;-142;2.770;-0;0;-350;860;-0
16.06.2017;04:00;-;2.286;-0;1.596;-0;0;-1.186;2.230;-182;-;-;0;-185;2.745;-0;0;-572;876;-0
16.06.2017;05:00;-;2.125;-0;1.676;-0;0;-1.130;2.097;-260;-;-;0;-5;2.473;-0;0;-421;857;-0
16.06.2017;06:00;-;1.683;-0;1.630;-0;7;-1.191;2.342;-205;-;-;0;-498;1.921;-0;0;-61;792;-0
16.06.2017;07:00;-;1.918;-0;1.509;-0;43;-1.157;2.399;-209;-;-;0;-593;1.721;-0;498;-0;747;-0
16.06.2017;08:00;-;2.053;-0;1.431;-0;77;-680;2.377;-230;-;-;0;-256;1.604;-0;447;-0;781;-0
16.06.2017;09:00;-;2.647;-0;1.424;-0;254;-71;2.166;-290;-;-;0;-111;1.906;-0;1.087;-0;642;-0
16.06.2017;10:00;-;2.326;-0;1.435;-0;1.642;-1;1.938;-182;-;-;68;-0;2.446;-0;963;-0;463;-0
16.06.2017;11:00;-;1.840;-0;1.484;-0;1.952;-0;1.904;-72;-;-;74;-0;2.828;-0;858;-0;452;-0
16.06.2017;12:00;-;1.009;-0;1.184;-0;2.008;-0;1.823;-23;-;-;69;-0;2.921;-0;488;-0;453;-0
16.06.2017;13:00;-;994;-0;1.213;-0;1.896;-0;1.837;-86;-;-;69;-0;3.002;-0;154;-0;423;-0
16.06.2017;14:00;-;1.031;-0;1.352;-0;1.961;-0;1.874;-129;-;-;69;-0;3.478;-0;165;-0;465;-0
16.06.2017;15:00;-;1.063;-0;1.492;-0;1.872;-0;1.947;-193;-;-;69;-0;3.348;-0;0;-10;458;-0
16.06.2017;16:00;-;1.396;-0;1.375;-0;1.525;-0;2.048;-267;-;-;69;-0;3.227;-0;0;-109;473;-0
16.06.2017;17:00;-;1.569;-0;1.812;-0;1.460;-0;2.506;-292;-;-;69;-0;3.319;-0;171;-0;553;-0
16.06.2017;18:00;-;1.856;-0;1.573;-0;1.421;-0;2.549;-278;-;-;69;-0;2.785;-0;372;-0;609;-0
16.06.2017;19:00;-;2.065;-0;1.496;-0;78;-123;2.601;-276;-;-;0;-90;2.248;-0;338;-0;678;-0
16.06.2017;20:00;-;2.175;-0;1.604;-0;24;-416;2.733;-277;-;-;0;-97;2.178;-0;361;-0;803;-0
16.06.2017;21:00;-;1.959;-0;1.730;-0;21;-462;2.724;-285;-;-;0;-147;2.223;-0;342;-0;810;-0
16.06.2017;22:00;-;2.357;-0;1.852;-0;3;-558;2.568;-342;-;-;0;-253;1.853;-0;1.062;-0;743;-0
16.06.2017;23:00;-;2.248;-0;1.611;-0;37;-192;2.407;-419;-;-;0;-117;2.379;-0;1.063;-0;714;-0
17.06.2017;00:00;-;2.277;-0;1.048;-0;803;-0;2.119;-344;-;-;53;-0;2.555;-0;320;-0;869;-0
17.06.2017;01:00;-;2.203;-0;1.174;-0;1.009;-0;2.067;-324;-;-;76;-0;2.792;-0;186;-0;851;-0
17.06.2017;02:00;-;2.197;-0;1.517;-0;1.288;-0;2.099;-262;-;-;2;-0;2.860;-0;97;-0;822;-0
17.06.2017;03:00;-;2.753;-0;1.808;-0;355;-21;2.084;-276;-;-;2;-0;2.857;-0;413;-0;892;-0
17.06.2017;04:00;-;2.832;-0;1.498;-0;1;-287;2.057;-294;-;-;2;-0;2.729;-0;228;-0;873;-0
17.06.2017;05:00;-;3.063;-0;1.443;-0;2;-410;1.906;-284;-;-;2;-0;2.621;-0;106;-0;891;-0
17.06.2017;06:00;-;2.941;-0;1.576;-0;167;-15;1.579;-335;-;-;2;-0;2.444;-0;0;-38;742;-0
17.06.2017;07:00;-;2.963;-0;1.554;-0;405;-1;1.693;-348;-;-;2;-0;2.019;-0;344;-0;736;-0
17.06.2017;08:00;-;3.269;-0;1.258;-0;193;-70;1.678;-293;-;-;2;-0;1.760;-0;517;-0;797;-0
17.06.2017;09:00;-;3.418;-0;1.033;-0;668;-0;1.653;-240;-;-;0;-61;1.751;-0;793;-0;788;-0
17.06.2017;10:00;-;3.598;-0;724;-0;1.119;-32;1.695;-184;-;-;3;-0;2.107;-0;834;-0;820;-0
17.06.2017;11:00;-;3.780;-0;908;-0;971;-158;1.611;-183;-;-;167;-0;2.191;-0;1.118;-0;764;-0
17.06.2017;12:00;-;3.765;-0;879;-0;877;-0;1.585;-152;-;-;200;-0;2.441;-0;1.435;-0;787;-0
17.06.2017;13:00;-;3.568;-0;1.444;-0;1.191;-0;1.580;-158;-;-;200;-0;2.623;-0;1.715;-0;795;-0
17.06.2017;14:00;-;3.266;-0;1.515;-0;1.741;-0;1.467;-140;-;-;225;-0;2.928;-0;1.241;-0;778;-0
17.06.2017;15:00;-;3.025;-0;1.446;-0;1.280;-0;1.488;-170;-;-;250;-0;2.737;-0;878;-0;746;-0
17.06.2017;16:00;-;3.119;-0;1.200;-0;982;-0;1.355;-165;-;-;17;-0;2.253;-0;452;-0;689;-0
17.06.2017;17:00;-;3.124;-0;631;-0;239;-30;1.163;-210;-;-;0;-95;1.477;-0;163;-0;627;-0
17.06.2017;18:00;-;3.071;-0;180;-189;216;-197;470;-304;-;-;0;-97;329;-0;191;-0;739;-0
17.06.2017;19:00;-;2.759;-0;26;-564;183;-161;135;-359;-;-;0;-97;0;-371;0;-12;605;-0
17.06.2017;20:00;-;2.665;-0;0;-892;75;-135;116;-354;-;-;0;-97;0;-612;0;-341;596;-0
17.06.2017;21:00;-;2.665;-0;0;-731;4;-222;298;-334;-;-;0;-97;0;-485;0;-103;662;-0
17.06.2017;22:00;-;3.103;-0;45;-603;2;-173;93;-423;-;-;0;-97;0;-719;411;-0;409;-0
17.06.2017;23:00;-;3.409;-0;221;-178;0;-344;66;-509;-;-;0;-97;116;-0;750;-0;311;-0
18.06.2017;00:00;-;3.247;-0;380;-0;10;-753;283;-406;-;-;0;-97;806;-0;456;-0;552;-0
18.06.2017;01:00;-;2.805;-0;542;-0;79;-899;298;-415;-;-;0;-96;845;-0;0;-17;726;-0
18.06.2017;02:00;-;2.179;-0;869;-0;58;-972;222;-435;-;-;0;-96;964;-0;0;-641;686;-0
18.06.2017;03:00;-;2.042;-0;866;-0;26;-996;396;-425;-;-;0;-97;1.261;-0;0;-1.154;591;-0
18.06.2017;04:00;-;1.796;-0;698;-0;27;-1.097;323;-409;-;-;0;-97;1.431;-0;0;-1.569;543;-0
18.06.2017;05:00;-;1.868;-0;229;-21;90;-1.097;136;-383;-;-;0;-97;1.355;-0;0;-1.557;472;-0
18.06.2017;06:00;-;1.385;-0;321;-56;129;-600;452;-357;-;-;0;-97;1.665;-0;0;-1.734;624;-0
18.06.2017;07:00;-;1.340;-0;432;-0;138;-420;688;-302;-;-;0;-97;1.881;-0;0;-1.348;625;-0
18.06.2017;08:00;-;1.879;-0;573;-0;231;-276;761;-246;-;-;0;-97;2.033;-0;0;-451;692;-0
18.06.2017;09:00;-;2.643;-0;732;-0;252;-219;787;-192;-;-;0;-0;2.226;-0;0;-88;860;-0
18.06.2017;10:00;-;2.917;-0;544;-0;738;-0;836;-112;-;-;3;-0;2.409;-0;205;-0;884;-0
18.06.2017;11:00;-;3.207;-0;898;-0;1.193;-0;1.227;-117;-;-;3;-0;2.642;-0;542;-0;1.004;-0
18.06.2017;12:00;-;3.254;-0;595;-0;352;-0;1.202;-157;-;-;3;-0;2.824;-0;538;-0;791;-0
18.06.2017;13:00;-;3.024;-0;597;-0;943;-0;1.162;-77;-;-;3;-0;3.129;-0;521;-0;670;-0
18.06.2017;14:00;-;3.203;-0;503;-0;1.665;-0;1.071;-59;-;-;2;-0;3.206;-0;650;-0;619;-0
18.06.2017;15:00;-;2.885;-0;599;-0;1.192;-0;1.199;-62;-;-;166;-0;3.198;-0;272;-0;660;-0
18.06.2017;16:00;-;2.679;-0;675;-0;620;-3;1.127;-82;-;-;9;-0;2.676;-0;0;-44;672;-0
18.06.2017;17:00;-;2.912;-0;1.176;-0;424;-113;1.215;-140;-;-;0;-95;2.839;-0;0;-1;739;-0
18.06.2017;18:00;-;2.548;-0;597;-0;408;-313;956;-202;-;-;0;-97;1.717;-0;0;-473;720;-0
18.06.2017;19:00;-;2.331;-0;250;-16;182;-375;508;-213;-;-;0;-97;241;-0;0;-266;625;-0
18.06.2017;20:00;-;2.125;-0;74;-355;131;-296;338;-227;-;-;0;-97;0;-431;0;-848;571;-0
18.06.2017;21:00;-;2.211;-0;55;-309;54;-357;609;-243;-;-;0;-97;0;-250;0;-774;673;-0
18.06.2017;22:00;-;2.884;-0;286;-11;0;-1.034;594;-323;-;-;0;-538;7;-66;384;-0;517;-0
18.06.2017;23:00;-;3.402;-0;512;-0;0;-1.548;565;-398;-;-;0;-608;572;-0;908;-0;449;-0
19.06.2017;00:00;-;2.859;-0;461;-0;0;-1.663;750;-429;-;-;0;-608;1.183;-0;65;-0;820;-0
19.06.2017;01:00;-;2.262;-0;800;-0;0;-1.708;718;-426;-;-;0;-608;1.436;-0;0;-86;918;-0
19.06.2017;02:00;-;1.736;-0;867;-0;0;-1.668;891;-386;-;-;0;-608;1.809;-0;0;-726;1.040;-0
19.06.2017;03:00;-;1.714;-0;724;-0;0;-1.549;708;-358;-;-;0;-608;1.728;-0;0;-1.108;1.005;-0
19.06.2017;04:00;-;1.273;-0;585;-0;0;-1.452;589;-348;-;-;0;-608;1.644;-0;0;-1.334;962;-0
19.06.2017;05:00;-;624;-0;533;-0;0;-1.174;595;-313;-;-;0;-440;1.473;-0;0;-1.106;927;-0
19.06.2017;06:00;-;0;-281;40;-67;104;-181;576;-115;-;-;0;-47;987;-0;0;-1.478;486;-0
19.06.2017;07:00;-;0;-420;31;-497;912;-6;850;-2;-;-;2;-0;729;-0;0;-1.462;729;-0
19.06.2017;08:00;-;1.041;-0;150;-513;1.154;-0;747;-8;-;-;2;-0;989;-0;0;-691;713;-0
19.06.2017;09:00;-;1.805;-0;461;-21;1.211;-0;786;-5;-;-;2;-0;1.228;-0;384;-0;678;-0
19.06.2017;10:00;-;1.996;-0;963;-0;1.012;-0;743;-15;-;-;2;-0;1.612;-0;954;-0;510;-0
19.06.2017;11:00;-;2.264;-0;1.476;-0;838;-0;847;-4;-;-;2;-0;1.629;-0;1.481;-0;551;-0
19.06.2017;12:00;-;2.110;-0;1.622;-0;692;-2;1.425;-0;-;-;2;-0;2.153;-0;1.492;-0;591;-0
19.06.2017;13:00;-;2.081;-0;1.706;-0;568;-17;1.364;-0;-;-;2;-0;2.136;-0;1.361;-0;562;-0
19.06.2017;14:00;-;2.101;-0;1.645;-0;501;-65;1.331;-0;-;-;2;-0;2.152;-0;1.362;-0;576;-0
19.06.2017;15:00;-;2.162;-0;1.323;-0;510;-13;1.258;-1;-;-;2;-0;1.910;-0;1.333;-0;687;-0
